profile,fingerprint,best_validation_epoch,last_epoch,best_validation_at_last_epoch,network_split,network_count,network_mae,network_rmse,network_mae_px,network_rmse_px,network_maxabs_px,network_endpoint_mae_px,network_interior_mae_px,network_endpoint_rmse_px,network_interior_rmse_px,network_p0x_mae,network_p0x_mae_px,network_p0x_rmse_px,network_p0y_mae,network_p0y_mae_px,network_p0y_rmse_px,network_p1x_mae,network_p1x_mae_px,network_p1x_rmse_px,network_p1y_mae,network_p1y_mae_px,network_p1y_rmse_px,network_p2x_mae,network_p2x_mae_px,network_p2x_rmse_px,network_p2y_mae,network_p2y_mae_px,network_p2y_rmse_px,network_curve_rmse_px,network_curve_mae_px,network_pred_render_mae_0_1,network_near_count,network_near_mae_px,network_mid_count,network_mid_mae_px,network_far_count,network_far_mae_px,jacobian_samples,jacobian_finite_condition_samples,jacobian_delta_normalized,jacobian_delta_px,jacobian_rank_deficient,jacobian_condition_infinite,jacobian_sigma_min_median,jacobian_condition_median,jacobian_condition_p90,jacobian_log_sigma_min_error_pearson,jacobian_log_sigma_min_error_spearman,jacobian_log_condition_error_pearson,jacobian_log_condition_error_spearman,inverse_samples,inverse_control_mae_le_1px_rate,inverse_joint_control_le_1px_and_render_mse_le_1e_3_rate,inverse_best_control_mae_px_mean,inverse_best_control_mae_px_median,inverse_best_control_mae_px_p90,inverse_best_endpoint_mae_px_mean,inverse_best_interior_mae_px_mean,inverse_best_curve_rmse_px_mean,inverse_best_render_loss_mean,inverse_best_render_loss_median,inverse_restart_dispersion_px_mean,inverse_local_only,inverse_finite_difference_delta_px,inverse_initializations,inverse_initialization_records
minimal,4ef34514e9d9aed968b7,38,40,False,test,512.0,0.0032651599030941725,0.004671754315495491,0.7281306385993958,1.0418012142181396,14.772692680358887,0.5724837183952332,1.0394245386123657,0.737190306186676,1.4728034734725952,0.0026728902012109756,0.5960544943809509,0.7560837268829346,0.0024359412491321564,0.5432149171829224,0.7193976640701294,0.005160038825124502,1.150688648223877,1.5439221858978271,0.004162154626101255,0.9281604886054993,1.3980716466903687,0.002449191175401211,0.546169638633728,0.6939993500709534,0.0027107433415949345,0.6044957637786865,0.7765098214149475,0.677595810274816,0.5125749701730795,0.0026989419730294464,193.0,0.8079559206962585,185.0,0.6587554216384888,134.0,0.7089377045631409,64.0,64.0,0.0033632286995515697,0.75,0.0,0.0,1.0371688435158903,7.721586872228069,11.131019325832929,-0.15530530330446068,-0.13369963369963367,0.3311306668733699,0.2871336996336996,16.0,0.625,0.625,0.992084315046668,0.8874017298221588,1.4202808737754822,0.974366501905024,1.0275199795141816,0.9006645531254146,0.00030032323514577396,0.00025131314780814287,17.52070826292038,True,0.75,4.0,64.0
