bin,frequency_cycles_per_pixel,raw_fft_magnitude_px,amplitude_px,preprocessing
0,0.0,1.5670860142025527,0.039423547527108235,linear_detrend_then_hann
1,0.00625,4.491709320437029,0.112998976614768,linear_detrend_then_hann
2,0.0125,6.239586632619834,0.15697073289609642,linear_detrend_then_hann
3,0.018750000000000003,3.1932323886047067,0.08033289027936368,linear_detrend_then_hann
4,0.025,3.0391472537176365,0.0764565346847204,linear_detrend_then_hann
5,0.03125,10.248990405579681,0.2578362366183567,linear_detrend_then_hann
6,0.037500000000000006,11.026096563387739,0.27738607706635815,linear_detrend_then_hann
7,0.043750000000000004,5.460819944565928,0.13737911810228745,linear_detrend_then_hann
8,0.05,2.5742791412485873,0.06476173940248017,linear_detrend_then_hann
9,0.05625,3.680551873919,0.09259249997280503,linear_detrend_then_hann
10,0.0625,3.90168885291089,0.09815569441285256,linear_detrend_then_hann
11,0.06875,1.2021369812212117,0.030242439779149973,linear_detrend_then_hann
12,0.07500000000000001,1.9237683449599112,0.04839668792351977,linear_detrend_then_hann
13,0.08125,0.24038308648170148,0.006047373244822678,linear_detrend_then_hann
14,0.08750000000000001,2.5955202960198296,0.06529610807597054,linear_detrend_then_hann
15,0.09375,1.9597044572510576,0.04930074106291968,linear_detrend_then_hann
16,0.1,0.29495169402039045,0.007420168403028689,linear_detrend_then_hann
17,0.10625000000000001,1.2959168941501804,0.03260168287170265,linear_detrend_then_hann
18,0.1125,0.18900126487852892,0.00475474880197557,linear_detrend_then_hann
19,0.11875000000000001,1.5220392683800714,0.038290296059876,linear_detrend_then_hann
20,0.125,1.8357923343791833,0.046183454952935424,linear_detrend_then_hann
21,0.13125,1.532222459298561,0.0385464769634858,linear_detrend_then_hann
22,0.1375,0.39626312098559385,0.00996888354680739,linear_detrend_then_hann
23,0.14375000000000002,0.6518307731797651,0.016398258444773963,linear_detrend_then_hann
24,0.15000000000000002,0.9509682144128456,0.0239237286644741,linear_detrend_then_hann
25,0.15625,0.6767346446674309,0.017024770935029705,linear_detrend_then_hann
26,0.1625,0.7006352338375733,0.0176260436185553,linear_detrend_then_hann
27,0.16875,0.23280789031310628,0.00585680227202783,linear_detrend_then_hann
28,0.17500000000000002,0.7110949030163063,0.017889179950095754,linear_detrend_then_hann
29,0.18125000000000002,1.4752318612722326,0.0371127512269744,linear_detrend_then_hann
30,0.1875,2.732755430568284,0.06874856429102601,linear_detrend_then_hann
31,0.19375,1.3768811708198831,0.034638520020625986,linear_detrend_then_hann
32,0.2,0.2173102030292293,0.005466923346647277,linear_detrend_then_hann
33,0.20625000000000002,0.2787320130055858,0.007012126113348069,linear_detrend_then_hann
34,0.21250000000000002,1.2613024325441144,0.03173087880614124,linear_detrend_then_hann
35,0.21875,2.9496662774784395,0.0742054409428538,linear_detrend_then_hann
36,0.225,2.0028796957073807,0.05038691058383347,linear_detrend_then_hann
37,0.23125,0.39387342325957386,0.009908765365020724,linear_detrend_then_hann
38,0.23750000000000002,0.6109666921437469,0.01537023124889929,linear_detrend_then_hann
39,0.24375000000000002,2.7295130960339944,0.06866699612664136,linear_detrend_then_hann
40,0.25,4.655748321003426,0.11712574392461446,linear_detrend_then_hann
41,0.25625000000000003,2.8103217856498546,0.07069991913584539,linear_detrend_then_hann
42,0.2625,0.18044936686977325,0.0045396067137049865,linear_detrend_then_hann
43,0.26875,0.28182757809836134,0.007090001964738649,linear_detrend_then_hann
44,0.275,0.5680264938721094,0.014289974688606521,linear_detrend_then_hann
45,0.28125,1.1868142816064808,0.02985696305928253,linear_detrend_then_hann
46,0.28750000000000003,0.7221837011583981,0.018168143425368502,linear_detrend_then_hann
47,0.29375,0.1084513367701962,0.0027283355162313503,linear_detrend_then_hann
48,0.30000000000000004,0.15148346459944956,0.0038109047697974727,linear_detrend_then_hann
49,0.30625,0.7582699661553995,0.0190759739913308,linear_detrend_then_hann
50,0.3125,0.1654610985099168,0.004162543358740045,linear_detrend_then_hann
51,0.31875000000000003,0.7169075264103174,0.018035409469441942,linear_detrend_then_hann
52,0.325,0.3036897661920141,0.0076399941180380895,linear_detrend_then_hann
53,0.33125000000000004,0.15671233406386997,0.003942448655694842,linear_detrend_then_hann
54,0.3375,0.0930829200444811,0.002341708680364304,linear_detrend_then_hann
55,0.34375,0.6102746262623785,0.015352820786474928,linear_detrend_then_hann
56,0.35000000000000003,0.5905135990847983,0.01485568802729052,linear_detrend_then_hann
57,0.35625,0.1401313582662053,0.003525317189086925,linear_detrend_then_hann
58,0.36250000000000004,0.12108192793788497,0.003046086237431068,linear_detrend_then_hann
59,0.36875,0.196155163212717,0.004934721087112377,linear_detrend_then_hann
60,0.375,0.15136391607596805,0.0038078972597727803,linear_detrend_then_hann
61,0.38125000000000003,0.238556702018539,0.006001426465875194,linear_detrend_then_hann
62,0.3875,0.02477328815067237,0.0006232273748596822,linear_detrend_then_hann
63,0.39375000000000004,0.08705410049513437,0.002190040264028537,linear_detrend_then_hann
64,0.4,0.38960409185193456,0.009801360801306528,linear_detrend_then_hann
65,0.40625,0.5634980610538739,0.01417605185041192,linear_detrend_then_hann
66,0.41250000000000003,0.3705279975813057,0.009321459058649199,linear_detrend_then_hann
67,0.41875,0.33180890628107207,0.008347393868706214,linear_detrend_then_hann
68,0.42500000000000004,0.15102107451392258,0.0037992723148156616,linear_detrend_then_hann
69,0.43125,0.20650485984738765,0.005195090813770758,linear_detrend_then_hann
70,0.4375,0.5998789733398853,0.015091294926789563,linear_detrend_then_hann
71,0.44375000000000003,0.5638811002089259,0.01418568805557046,linear_detrend_then_hann
72,0.45,0.22238059042690517,0.005594480262312079,linear_detrend_then_hann
73,0.45625000000000004,0.1731977863080229,0.004357177014038312,linear_detrend_then_hann
74,0.4625,0.4167326413995267,0.010483840035208218,linear_detrend_then_hann
75,0.46875,0.6302455167526912,0.015855233125853865,linear_detrend_then_hann
76,0.47500000000000003,0.29831001072359825,0.00750465435782637,linear_detrend_then_hann
77,0.48125,0.2498507196262846,0.006285552695000869,linear_detrend_then_hann
78,0.48750000000000004,0.7082305509528842,0.017817120778688907,linear_detrend_then_hann
79,0.49375,1.180773369840177,0.02970499043623086,linear_detrend_then_hann
80,0.5,1.202410498976759,0.030249320728975064,linear_detrend_then_hann
