period,residue,signal,mean_error,mae,std,mean_error_px,mae_px,std_px,count,std_definition
32,8,detrended,-0.00019719105383708026,0.002346461020749716,0.0034274611681599254,-0.04397360500566892,0.5232608076271866,0.7643238404996634,5,sample_ddof1; count=1 written as 0; empty=nan
32,9,detrended,-0.0010692344272947318,0.0026191398732824324,0.0029788316955623503,-0.23843927728672515,0.5840681917419823,0.6642794681104042,5,sample_ddof1; count=1 written as 0; empty=nan
32,10,detrended,-0.0010628007041947663,0.002597037994613978,0.002917427115206444,-0.23700455703543288,0.579139472798917,0.6505862466910369,5,sample_ddof1; count=1 written as 0; empty=nan
32,11,detrended,-0.00012355727059217646,0.002274668777192776,0.002781224143437359,-0.027553271342055364,0.5072511373139891,0.620212983986531,5,sample_ddof1; count=1 written as 0; empty=nan
32,12,detrended,-0.0004552428159095694,0.002544181418561382,0.0033481687510918097,-0.10151914794783398,0.5673524563391882,0.7466416314934734,5,sample_ddof1; count=1 written as 0; empty=nan
32,13,detrended,-0.000962061708738254,0.002766323520249804,0.0032723768288127745,-0.2145397610486306,0.6168901450157062,0.7297400328252487,5,sample_ddof1; count=1 written as 0; empty=nan
32,14,detrended,-0.0010844455439268624,0.0027022769002814258,0.0032339089319120794,-0.24183135629569028,0.6026077487627579,0.7211616918163937,5,sample_ddof1; count=1 written as 0; empty=nan
32,15,detrended,0.00017019288727246804,0.0024237742472636896,0.003246479625750574,0.03795301386176037,0.5405016571398029,0.7239649565423779,5,sample_ddof1; count=1 written as 0; empty=nan
32,16,detrended,0.0006924541469553803,0.0022617023850254278,0.0036251132512437416,0.1544172747710498,0.5043596318606703,0.8084002550273545,5,sample_ddof1; count=1 written as 0; empty=nan
32,17,detrended,0.0003400172445594351,0.002529495958473281,0.0034205292142053243,0.075823845536754,0.5640775987395416,0.7627780147677874,5,sample_ddof1; count=1 written as 0; empty=nan
32,18,detrended,0.000575338764061378,0.0032263700997149777,0.0038485912687238914,0.12830054438568728,0.71948053223644,0.8582358529254278,5,sample_ddof1; count=1 written as 0; empty=nan
32,19,detrended,0.0015454186606385166,0.003522486451344858,0.004146203219495983,0.34462836132238917,0.7855144786499035,0.9246033179476043,5,sample_ddof1; count=1 written as 0; empty=nan
32,20,detrended,0.0007706977511701223,0.0029557838465996173,0.00382252825569352,0.1718655985109373,0.6591397977917147,0.8524238010196549,5,sample_ddof1; count=1 written as 0; empty=nan
32,21,detrended,0.00025878266121314217,0.003086512210138983,0.003966893008758886,0.05770853345053071,0.6882922228609931,0.8846171409532315,5,sample_ddof1; count=1 written as 0; empty=nan
32,22,detrended,-3.1356473946562297e-06,0.0029859775321820718,0.0038159816093450484,-0.0006992493690083146,0.665872989676602,0.8509638988839456,5,sample_ddof1; count=1 written as 0; empty=nan
32,23,detrended,0.0004000504331882194,0.002717083574592592,0.0032375212197339642,0.08921124660097295,0.605909637134148,0.7219672320006739,5,sample_ddof1; count=1 written as 0; empty=nan
32,24,detrended,-0.0002990619843825914,0.0020353499658953248,0.002470957433967731,-0.06669082251731787,0.4538830423946574,0.5510235077748039,5,sample_ddof1; count=1 written as 0; empty=nan
32,25,detrended,-0.0013446770636584197,0.0020577241215306115,0.0025194028699603225,-0.29986298519582755,0.4588724791013263,0.5618268400011519,5,sample_ddof1; count=1 written as 0; empty=nan
32,26,detrended,-0.0013988582840627874,0.003093679193431309,0.0032934027856748663,-0.3119453973460016,0.6898904601351818,0.7344288212054952,5,sample_ddof1; count=1 written as 0; empty=nan
32,27,detrended,-0.0006783996595727463,0.0023325125021026365,0.002674207851208236,-0.15128312408472247,0.5201502879688881,0.5963483508194366,5,sample_ddof1; count=1 written as 0; empty=nan
32,28,detrended,-0.0007420043743161036,0.0014908154077411437,0.0019182246011454952,-0.16546697547249112,0.33245183592627503,0.4277640860554454,5,sample_ddof1; count=1 written as 0; empty=nan
32,29,detrended,-0.00033892260186158495,0.0019057542136683143,0.002368209479700825,-0.07557974021513345,0.4249831896480341,0.5281107139732839,5,sample_ddof1; count=1 written as 0; empty=nan
32,30,detrended,0.00022344066282620981,0.002554308896851361,0.0031053577215210296,0.049827267810244824,0.5696108839978534,0.6924947718991896,5,sample_ddof1; count=1 written as 0; empty=nan
32,31,detrended,0.0015409292117089515,0.0026679416954976643,0.0034818377892579014,0.3436272142110962,0.5949509980959791,0.776449827004512,5,sample_ddof1; count=1 written as 0; empty=nan
