split,id,prediction_mae_px,sigma_min,sigma_max,rank,condition,valid,epsilon,jtj_pixel_normalization,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8
test_id,full-test_id-000486,33.56845474243164,1.0492078166064107,9.036749683476582,8,8.612926381644122,True,0.0033632286995515697,50176.0,9.036749683476582,7.600851196590632,4.610432604490045,3.226964561492002,1.6072913704617788,1.5108126218469307,1.3393116445505882,1.0492078166064107
test_id,full-test_id-000216,5.812923431396484,0.8898183437684047,8.747570575940493,8,9.830737517608702,True,0.0033632286995515697,50176.0,8.747570575940493,7.573386538807971,3.542893875236533,2.6671327350694223,1.719694726158921,1.5766002645645834,1.3454218974335235,0.8898183437684047
test_id,full-test_id-000636,3.156057596206665,0.5820114066134597,6.601280199064763,8,11.342183544950647,True,0.0033632286995515697,50176.0,6.601280199064763,4.260208115580238,2.7493063258203714,2.406555572786724,1.5518173510278284,1.1452481769210026,0.7284533567826555,0.5820114066134597
test_id,full-test_id-000730,3.3134522438049316,0.9866004586284695,8.096587062358017,8,8.206551083113778,True,0.0033632286995515697,50176.0,8.096587062358017,7.818508017290703,4.0309535324288515,2.6443178593353527,1.9081220526633673,1.3301979121483565,1.3000777362518234,0.9866004586284695
test_id,full-test_id-000667,12.914616584777832,0.7439858021099658,9.512550548742757,8,12.785930217706953,True,0.0033632286995515697,50176.0,9.512550548742757,4.820344194080079,4.324249234214349,2.8350044736918183,1.714215857619522,1.4475426940030767,1.2067425641145615,0.7439858021099658
test_id,full-test_id-000947,6.206728458404541,1.192730195695787,9.091677568628253,8,7.622576842137012,True,0.0033632286995515697,50176.0,9.091677568628253,8.079372825503699,4.61814193532679,4.083887851630288,2.6049259955487383,1.4219833516979947,1.3271602041213961,1.192730195695787
test_id,full-test_id-000068,11.48373031616211,1.0129630980736934,10.884000808075541,8,10.744716000783402,True,0.0033632286995515697,50176.0,10.884000808075541,6.600699906236148,4.513091695603231,1.9493588516409994,1.688120899351794,1.642966114173926,1.280895826997648,1.0129630980736934
test_id,full-test_id-000595,6.5472211837768555,0.9730150134878878,8.180475204166596,8,8.407347359258837,True,0.0033632286995515697,50176.0,8.180475204166596,7.514581722520288,4.02025264010347,2.294594545426458,2.1029734154610207,1.3275590569672144,1.1618331084335736,0.9730150134878878
test_id,full-test_id-000302,3.3231217861175537,1.0366867741585297,7.132265209948672,8,6.879865150915882,True,0.0033632286995515697,50176.0,7.132265209948672,5.873511641014276,4.676552754525994,2.354635455986478,2.0298124358870244,1.297038106489781,1.1783808178031565,1.0366867741585297
test_id,full-test_id-000986,20.379413604736328,0.9509795685173443,8.94774454221296,8,9.408976636757014,True,0.0033632286995515697,50176.0,8.94774454221296,7.393300087035163,4.6076465599375815,2.976428550917692,1.604040473696193,1.4714189304788456,1.373767621035598,0.9509795685173443
