split,samples,valid_log_samples,excluded_nonfinite_condition_samples,rank_deficient_samples,sigma_min_error_pearson,sigma_min_error_spearman,condition_error_pearson,condition_error_spearman,sigma_1_error_pearson,sigma_1_error_spearman,sigma_2_error_pearson,sigma_2_error_spearman,sigma_3_error_pearson,sigma_3_error_spearman,sigma_4_error_pearson,sigma_4_error_spearman,sigma_5_error_pearson,sigma_5_error_spearman,sigma_6_error_pearson,sigma_6_error_spearman,sigma_7_error_pearson,sigma_7_error_spearman,sigma_8_error_pearson,sigma_8_error_spearman,condition_infinite_samples
pooled,600,600,0,0,-0.044057156748869404,-0.018622163097983094,0.32053902044030513,0.38999569984910654,0.34249773028036584,0.42437254581780154,0.16654222617094322,0.23359626323401264,-0.08392313704456268,-0.06553623851088806,-0.06227917097984191,-0.08003933455425341,-0.13345443839510593,-0.14297792692449043,0.12304564820648897,0.18318765028774595,0.06892196246795819,0.13755643956728267,-0.044057156748869404,-0.018622163097983094,0
