profile,fingerprint,best_validation_epoch,last_epoch,best_validation_at_last_epoch,network_split,network_count,network_mae,network_rmse,network_mae_px,network_rmse_px,network_maxabs_px,network_endpoint_mae_px,network_interior_mae_px,network_endpoint_rmse_px,network_interior_rmse_px,network_p0x_mae,network_p0x_mae_px,network_p0x_rmse_px,network_p0y_mae,network_p0y_mae_px,network_p0y_rmse_px,network_p1x_mae,network_p1x_mae_px,network_p1x_rmse_px,network_p1y_mae,network_p1y_mae_px,network_p1y_rmse_px,network_p2x_mae,network_p2x_mae_px,network_p2x_rmse_px,network_p2y_mae,network_p2y_mae_px,network_p2y_rmse_px,network_curve_rmse_px,network_curve_mae_px,network_pred_render_mae_0_1,network_near_count,network_near_mae_px,network_mid_count,network_mid_mae_px,network_far_count,network_far_mae_px,jacobian_samples,jacobian_finite_condition_samples,jacobian_delta_normalized,jacobian_delta_px,jacobian_rank_deficient,jacobian_condition_infinite,jacobian_sigma_min_median,jacobian_condition_median,jacobian_condition_p90,jacobian_log_sigma_min_error_pearson,jacobian_log_sigma_min_error_spearman,jacobian_log_condition_error_pearson,jacobian_log_condition_error_spearman,inverse_samples,inverse_control_mae_le_1px_rate,inverse_joint_control_le_1px_and_render_mse_le_1e_3_rate,inverse_best_control_mae_px_mean,inverse_best_control_mae_px_median,inverse_best_control_mae_px_p90,inverse_best_endpoint_mae_px_mean,inverse_best_interior_mae_px_mean,inverse_best_curve_rmse_px_mean,inverse_best_render_loss_mean,inverse_best_render_loss_median,inverse_restart_dispersion_px_mean,inverse_local_only,inverse_finite_difference_delta_px,inverse_initializations,inverse_initialization_records
minimal,ef889a558e123c24dc4e,20,20,True,test,512.0,0.02270328998565674,0.03234778717160225,5.062833786010742,7.21355676651001,60.68309020996094,2.8501992225646973,9.488102912902832,3.779733180999756,11.293069839477539,0.008307634852826595,1.8526026010513306,2.555229663848877,0.011658672243356705,2.599883794784546,3.463895559310913,0.039038144052028656,8.705506324768066,10.488370895385742,0.046056944876909256,10.270698547363281,12.044124603271484,0.012977400794625282,2.893960475921631,3.5412395000457764,0.01818094216287136,4.054349899291992,5.106602668762207,5.0148578657581595,4.021906966683275,0.013949933000543969,193.0,5.233966827392578,185.0,4.82412052154541,134.0,5.1459174156188965,64.0,64.0,0.0033632286995515697,0.75,0.0,0.0,1.0371688435158903,7.721586872228069,11.131019325832929,-0.06295963796335445,-0.02225274725274725,0.1496086622353015,0.029807692307692302,16.0,0.625,0.625,0.992084315046668,0.8874017298221588,1.4202808737754822,0.974366501905024,1.0275199795141816,0.9006645531254146,0.00030032323514577396,0.00025131314780814287,17.52070826292038,True,0.75,4.0,64.0
