samples,control_mae_le_1px_rate,joint_control_le_1px_and_render_mse_le_1e_3_rate,best_control_mae_px_mean,best_control_mae_px_median,best_control_mae_px_p90,best_endpoint_mae_px_mean,best_interior_mae_px_mean,best_curve_rmse_px_mean,best_render_loss_mean,best_render_loss_median,restart_dispersion_px_mean,local_only,finite_difference_delta_px,initializations,initialization_records
16,0.625,0.625,0.992084315046668,0.8874017298221588,1.4202808737754822,0.974366501905024,1.0275199795141816,0.9006645531254146,0.00030032323514577396,0.00025131314780814287,17.52070826292038,True,0.75,4,64
