id,sigma_min,sigma_max,rank,condition,prediction_error_px,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,jtj_0_0,jtj_0_1,jtj_0_2,jtj_0_3,jtj_0_4,jtj_0_5,jtj_1_0,jtj_1_1,jtj_1_2,jtj_1_3,jtj_1_4,jtj_1_5,jtj_2_0,jtj_2_1,jtj_2_2,jtj_2_3,jtj_2_4,jtj_2_5,jtj_3_0,jtj_3_1,jtj_3_2,jtj_3_3,jtj_3_4,jtj_3_5,jtj_4_0,jtj_4_1,jtj_4_2,jtj_4_3,jtj_4_4,jtj_4_5,jtj_5_0,jtj_5_1,jtj_5_2,jtj_5_3,jtj_5_4,jtj_5_5
minimal-test-000156,1.1463611097694104,8.444797168358447,6,7.366611704105272,4.268243789672852,8.444797168358447,6.463813870524252,3.3430960815225985,1.5151441162244885,1.3787423170936544,1.1463611097694104,10.552741451972942,15.358089542734305,2.5461898659245823,4.318765376248538,0.7890525013109818,-0.3113099711562184,15.358089542734305,37.555941495743156,3.8110136378897965,21.46004542462409,-0.35540250754441216,7.151885271946463,2.5461898659245823,3.8110136378897965,3.452406986896064,-1.9221541392973305,4.201803979216958,-6.290803896858308,4.318765376248538,21.46004542462409,-1.9221541392973305,29.344074087696068,-6.190649011238481,19.12580321248869,0.7890525013109818,-0.35540250754441216,4.201803979216958,-6.190649011238481,15.640928023578706,-18.92917854492014,-0.3113099711562184,7.151885271946463,-6.290803896858308,19.12580321248869,-18.92917854492014,33.23642419576761
minimal-test-000173,1.4345800335898262,8.70979914376678,6,6.071323272199589,5.540552616119385,8.70979914376678,8.498173201768186,4.156253751089348,2.257282414256692,1.5938071494504682,1.4345800335898262,43.32768770198712,-28.216202045360625,13.682281874214825,-9.259364900644352,3.2762536121474732,-0.04512897179569002,-28.216202045360625,26.965569986981713,-9.731308811787242,15.885594520624151,-0.34428622974244144,5.883525426238033,13.682281874214825,-9.731308811787242,14.02669681162225,-0.5428211900228501,13.077118755726694,9.372248296922253,-9.259364900644352,15.885594520624151,-0.5428211900228501,22.81221428249949,8.45742808465979,15.713498824366342,3.2762536121474732,-0.34428622974244144,13.077118755726694,8.45742808465979,40.40022508785648,27.533807553794926,-0.04512897179569002,5.883525426238033,9.372248296922253,15.713498824366342,27.533807553794926,27.51516526463526
minimal-test-000286,0.680087683869622,7.777657949031416,6,11.436257608397526,3.9518351554870605,7.777657949031416,3.757404103866223,2.909192931134197,1.5390131044172712,1.3152906433997846,0.680087683869622,8.863040129722911,0.34923808780047966,4.118489475447041,3.1285852758859525,1.2513704339306526,1.665687181599219,0.34923808780047966,7.328973470788098,3.480262035233483,7.023279218277723,1.8914607482426522,4.39208810076318,4.118489475447041,3.480262035233483,4.945754605082773,7.5358473329418905,2.9746034899526235,6.758845933525914,3.1285852758859525,7.023279218277723,7.5358473329418905,17.013236243980156,6.867265206055187,18.377672974554745,1.2513704339306526,1.8914607482426522,2.9746034899526235,6.867265206055187,6.166350358907178,13.32276072139095,1.665687181599219,4.39208810076318,6.758845933525914,18.377672974554745,13.32276072139095,43.31716754389663
minimal-test-000237,1.2298690404384278,8.176996878691163,6,6.6486728341224035,4.163758754730225,8.176996878691163,5.807414424462284,3.04512665170648,1.6735936908784967,1.3796577077553394,1.2298690404384278,31.58383132555854,5.717153834028163,16.061544672743818,6.772041856230505,4.704387088713479,3.1763290455070883,5.717153834028163,4.917967297621662,6.577639089404826,4.451009114974966,2.7259402812050744,2.4329880875280394,16.061544672743818,6.577639089404826,18.54892868394634,12.304730509987214,9.803120914760244,10.240354400883444,6.772041856230505,4.451009114974966,12.304730509987214,12.655485993416962,10.193525133092452,13.444423335238229,4.704387088713479,2.7259402812050744,9.803120914760244,10.193525133092452,13.649820446288537,17.68515799606879,3.1763290455070883,2.4329880875280394,10.240354400883444,13.444423335238229,17.68515799606879,34.723051919024684
minimal-test-000266,0.9243830804491392,10.765262531662149,6,11.645888765544608,5.36406135559082,10.765262531662149,5.312112493495885,3.639358189048912,1.738168576979247,1.5472416954022088,0.9243830804491392,48.748353268595025,-44.39274362972313,19.566464386953037,-19.148232216633925,4.34841555780809,-4.612029177956584,-44.39274362972313,45.33224861731183,-20.253905573803593,21.01620720306096,-4.945741056907513,6.220177259220679,19.566464386953037,-20.253905573803593,16.69246964649149,-17.88273780999327,6.29112227897695,-5.994322403525679,-19.148232216633925,21.01620720306096,-17.88273780999327,24.860136132748295,-6.349243950848312,14.408315038297452,4.34841555780809,-4.945741056907513,6.29112227897695,-6.349243950848312,8.597204608831547,1.1329322857955813,-4.612029177956584,6.220177259220679,-5.994322403525679,14.408315038297452,1.1329322857955813,19.39360321879296
minimal-test-000096,1.1841439541792604,6.9852364740558475,6,5.898975753245618,6.344717025756836,6.9852364740558475,6.261267582533971,3.512519709724448,1.8648813962870376,1.331989777909278,1.1841439541792604,12.202313079098735,15.195206605654235,4.25710085654632,2.744040643354289,2.5585999944640165,-0.4514319737971441,15.195206605654235,33.73220612128293,2.653863988814478,15.053790752275859,-0.4110651856058327,4.0425180826687965,4.25710085654632,2.653863988814478,9.777900986511158,-2.3365521760174635,11.911697945654295,-3.0760048076964974,2.744040643354289,15.053790752275859,-2.3365521760174635,14.083145283848824,-3.0085213467195175,5.266765069726145,2.5585999944640165,-0.4110651856058327,11.911697945654295,-3.0085213467195175,32.55405002646482,-2.3478987727988785,-0.4514319737971441,4.0425180826687965,-3.0760048076964974,5.266765069726145,-2.3478987727988785,4.639355847458806
minimal-test-000026,0.9927763488770601,8.083464341231261,6,8.142281340983349,3.0660245418548584,8.083464341231261,5.178481320367947,3.634488586316828,1.7235091791082933,1.4109422176341724,0.9927763488770601,22.58769392206774,-0.17175699187627083,8.047284174971725,2.484152771402677,1.6976337788655766,0.6844538142054205,-0.17175699187627083,6.7155120949523575,2.6058492556881143,7.798417743595254,0.6029750881834214,5.340331661395492,8.047284174971725,2.6058492556881143,5.867057619207814,2.251632213479073,2.1540108366331276,-1.7988318739805282,2.484152771402677,7.798417743595254,2.251632213479073,20.733551622582574,-2.48407148235111,22.71046748628645,1.6976337788655766,0.6029750881834214,2.1540108366331276,-2.48407148235111,5.921941277191704,-11.4401062870682,0.6844538142054205,5.340331661395492,-1.7988318739805282,22.71046748628645,-11.4401062870682,49.48966200028486
minimal-test-000466,1.3886623044126278,9.265018439621324,6,6.671901736066936,3.070479154586792,9.265018439621324,7.22841714712304,4.1697305768306085,1.9778734217683858,1.6106831401502792,1.3886623044126278,47.44913067964114,30.592443600806323,16.21288456450118,12.859311516136952,3.131660711670289,2.1225248773256564,30.592443600806323,26.426521963769147,13.51507706922638,15.716323618908346,2.3260320179269947,6.167190345773385,16.21288456450118,13.51507706922638,12.974931643817662,8.364758565871883,6.87506218091812,-2.219103044676476,12.859311516136952,15.716323618908346,8.364758565871883,23.857408585302302,-2.571965269359378,17.372879330381387,3.131660711670289,2.3260320179269947,6.87506218091812,-2.571965269359378,22.084846623153606,-18.96075256736681,2.1225248773256564,6.167190345773385,-2.219103044676476,17.372879330381387,-18.96075256736681,31.119061173216554
minimal-test-000094,1.1308583299407482,8.255282744314073,6,7.300014976010843,2.01375412940979,8.255282744314073,5.696751636870326,3.358651781490131,1.59106306797764,1.3819062020708723,1.1308583299407482,6.342686634021797,-2.8149382444971462,7.148085008785649,-6.338141221221606,5.4754814837154875,-3.7101339248934857,-2.8149382444971462,28.364805205715147,-5.821996388288429,13.090619512374662,-2.8626074991543455,3.5408562490900497,7.148085008785649,-5.821996388288429,17.520798307885254,-11.491677416200687,18.756290280409548,-9.633436793698959,-6.338141221221606,13.090619512374662,-11.491677416200687,13.491916463617033,-8.819557261221481,6.392896171540508,5.4754814837154875,-2.8626074991543455,18.756290280409548,-8.819557261221481,43.532624175078524,-14.307543710703232,-3.7101339248934857,3.5408562490900497,-9.633436793698959,6.392896171540508,-14.307543710703232,8.350370403744286
minimal-test-000184,1.1979478636928085,7.396358685489069,6,6.174190805507148,7.166566371917725,7.396358685489069,7.055282102576874,3.7796088262120504,1.8795172042966017,1.3922208222676355,1.1979478636928085,12.360454154837317,-15.206241594404645,4.302046927975983,-2.2738986395211676,2.0870354322284457,1.105117881983948,-15.206241594404645,37.097735434315325,-0.9331441193034943,16.39881972178849,1.4053318976010878,3.6374953832295445,4.302046927975983,-0.9331441193034943,12.358787729280165,4.547512767361845,16.001499159985343,4.677426219943313,-2.2738986395211676,16.39881972178849,4.547512767361845,14.47622526679517,4.412281655990281,5.3431158114117085,2.0870354322284457,1.4053318976010878,16.001499159985343,4.412281655990281,44.244479173750086,4.085438701896879,1.105117881983948,3.6374953832295445,4.677426219943313,5.3431158114117085,4.085438701896879,5.1368312948817865
minimal-test-000034,0.9498950451481446,7.140574945691987,6,7.517225173627841,3.871562957763672,7.140574945691987,5.185697530866034,2.703235259622191,1.4522288072249678,1.2012667856977899,0.9498950451481446,4.3556096388718855,-6.737805617344975,3.5557389196146865,-5.788085305609173,1.956146511028159,-2.254565393423163,-6.737805617344975,31.023356863170086,-5.761293789029769,14.25996929327286,-2.420964081983555,3.7253214293615025,3.5557389196146865,-5.761293789029769,9.380492361568802,-9.294610478586856,9.833502697783905,-6.830210946715282,-5.788085305609173,14.25996929327286,-9.294610478586856,14.366281824548983,-6.639906502906171,6.676513672462446,1.956146511028159,-2.420964081983555,9.833502697783905,-6.639906502906171,23.078896564344678,-9.209832771888712,-2.254565393423163,3.7253214293615025,-6.830210946715282,6.676513672462446,-9.209832771888712,7.436424048786182
minimal-test-000437,0.8299119770994572,9.158293525921321,6,11.035258893273912,8.156972885131836,9.158293525921321,4.1496217315068185,3.083175347487456,1.7881936642614678,1.5026831520006274,0.8299119770994572,32.077201675877326,32.69327107545086,14.459987778744397,13.836385593725499,3.855668423551339,2.7639158164627498,32.69327107545086,38.43115361762896,14.322798956047556,14.175130619786039,3.0350418997936863,2.712087272000303,14.459987778744397,14.322798956047556,15.952671536343292,12.23008006429696,8.276058662435558,3.616509259749648,13.836385593725499,14.175130619786039,12.23008006429696,12.264119854641194,3.780889270196095,4.639294880670132,3.855668423551339,3.0350418997936863,8.276058662435558,3.780889270196095,9.827466985704952,-0.21633726257387495,2.7639158164627498,2.712087272000303,3.616509259749648,4.639294880670132,-0.21633726257387495,8.191504500629225
