id,restart,initial_scale_px,initial_control_mae_px,initial_render_loss,initial_p0x,initial_p0y,initial_p1x,initial_p1y,initial_p2x,initial_p2y,render_loss,control_mae_px,curve_rmse_px,optimizer_success,iterations,function_evaluations,message,solution_p0x,solution_p0y,solution_p1x,solution_p1y,solution_p2x,solution_p2y
minimal-test-000400,3,20.0,17.253387135763962,0.01864874902166749,0.3973965048789978,0.8499900102615356,0.3694854974746704,0.3422277867794037,0.8499900102615356,0.2200252264738083,0.01494839142764949,17.0626220703125,10.622952456892826,True,7,392,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3645073473453522,0.746902346611023,0.38092005252838135,0.3392457664012909,0.7221574187278748,0.208560511469841
minimal-test-000217,0,2.0,1.2150443693002064,0.0025533347530188543,0.31700628995895386,0.7826664447784424,0.5776340961456299,0.8128633499145508,0.7414137721061707,0.6224335432052612,0.00021213172769107643,0.889167308807373,0.5495075794018189,True,8,322,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.31760159134864807,0.7823768854141235,0.5753318667411804,0.8095840215682983,0.7349976301193237,0.6148764491081238
minimal-test-000217,1,4.308869380063768,3.526795893907547,0.002326231963373585,0.33861708641052246,0.7833729982376099,0.606786847114563,0.8086034059524536,0.7240855693817139,0.594266414642334,0.0005298372412690566,3.2299094200134277,3.3565823620633304,True,6,231,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3313860297203064,0.786636233329773,0.6078646183013916,0.7947738170623779,0.7392213344573975,0.604391872882843
minimal-test-000217,2,9.283177667225555,9.42445875207583,0.009162501704113018,0.2587019205093384,0.7391780018806458,0.493425190448761,0.8062456250190735,0.7534083127975464,0.6670657992362976,0.004106206207973385,8.246749877929688,9.055023883863214,True,5,245,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.26336774230003357,0.7728608846664429,0.483257532119751,0.8300343155860901,0.7315836548805237,0.6638820171356201
minimal-test-000217,3,20.0,9.989555612206459,0.00896049902804259,0.42941513657569885,0.7676507830619812,0.5684365034103394,0.8200494647026062,0.8499900102615356,0.6387822031974792,0.00896049902804259,9.989555358886719,12.246644525123173,True,1,133,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.42941513657569885,0.7676507830619812,0.5684365034103394,0.8200494647026062,0.8499900102615356,0.6387822031974792
minimal-test-000420,0,2.0,0.9995598966876666,0.0017222906319390504,0.1566215604543686,0.8392273783683777,0.8325257897377014,0.5695217251777649,0.7791504263877869,0.2098621279001236,0.0004042526937245487,1.3090375661849976,1.17831041538119,True,8,259,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.16212345659732819,0.8354912996292114,0.8276659846305847,0.5635557174682617,0.7819326519966125,0.20865827798843384
minimal-test-000420,1,4.308869380063768,4.076943315565586,0.00981693657855299,0.16579705476760864,0.8499900102615356,0.7888613939285278,0.5459271669387817,0.8046260476112366,0.2271212637424469,0.0007170542849492738,2.533414602279663,2.1323153335012903,True,9,259,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.16598525643348694,0.8327345848083496,0.7987440228462219,0.576812744140625,0.784534752368927,0.23806163668632507
minimal-test-000420,2,9.283177667225555,8.035048757990202,0.018484535051765803,0.20742395520210266,0.8160287141799927,0.8323538899421692,0.4837471544742584,0.7558042407035828,0.20307733118534088,0.002817394727498843,9.201170921325684,9.778802721193555,True,9,245,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2535516321659088,0.8021396398544312,0.8494841456413269,0.505269467830658,0.7744109630584717,0.21825799345970154
minimal-test-000420,3,20.0,10.170912742614746,0.012044472200644965,0.15017150342464447,0.8499900102615356,0.8338812589645386,0.5699135661125183,0.6469771265983582,0.31644299626350403,0.005493284630028482,14.804275512695312,11.466013316980916,True,17,357,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2127677947282791,0.8188837170600891,0.841072142124176,0.5124796032905579,0.6921409368515015,0.3598942160606384
minimal-test-000352,0,2.0,1.6512491901715596,0.007234218442278872,0.41791442036628723,0.5296337008476257,0.5557506680488586,0.24229863286018372,0.8186274170875549,0.7881152033805847,0.00021220773848755188,0.8253704309463501,0.8371234061697725,True,7,294,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.4168078303337097,0.5240713357925415,0.5551199316978455,0.23585273325443268,0.7963107228279114,0.7884029746055603
minimal-test-000352,1,4.308869380063768,5.218395774563153,0.00984866281071252,0.4603395164012909,0.5411032438278198,0.5821355581283569,0.2731279134750366,0.8142017722129822,0.7956240773200989,0.007633450132503982,4.953859329223633,5.1889691336492625,False,2,294,ABNORMAL: ,0.4597177505493164,0.5410873889923096,0.5797561407089233,0.27445676922798157,0.8097240328788757,0.7965757250785828
minimal-test-000352,2,9.283177667225555,9.709174305200577,0.013073380700319345,0.3589858114719391,0.48701801896095276,0.5256354212760925,0.31925690174102783,0.7752406001091003,0.7753860950469971,0.009558799622790291,7.237311363220215,5.941929572960198,True,6,308,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.40217387676239014,0.5261695384979248,0.5587851405143738,0.35531753301620483,0.7945860624313354,0.7552884817123413
minimal-test-000352,3,20.0,8.531335999568304,0.012584526151146734,0.37290143966674805,0.5965765118598938,0.6141267418861389,0.2416936755180359,0.7930827736854553,0.7633721232414246,0.004408079101738735,7.853717803955078,7.890983143278101,True,8,315,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.36800500750541687,0.5536704659461975,0.5409345626831055,0.23326252400875092,0.768326461315155,0.7189395427703857
minimal-test-000044,0,2.0,1.522357704738776,0.004993345990356927,0.3681895434856415,0.6243113279342651,0.28107404708862305,0.8577905893325806,0.820262610912323,0.20655755698680878,0.0012117996708487318,1.0206999778747559,0.8065786873965938,True,5,238,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3803810179233551,0.6310518980026245,0.2914659380912781,0.8614062666893005,0.8133108019828796,0.21219852566719055
minimal-test-000044,1,4.308869380063768,2.5271556923786798,0.0028451521539988546,0.3649243116378784,0.6254740357398987,0.29909631609916687,0.8700245022773743,0.8110372424125671,0.2131742238998413,0.0018750441353011793,2.201429843902588,1.8011435725347014,True,4,210,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.36450648307800293,0.6240106821060181,0.2941206693649292,0.8643032908439636,0.8127818703651428,0.21497060358524323
minimal-test-000044,2,9.283177667225555,6.141716470321019,0.012508316745815975,0.3825076222419739,0.5705936551094055,0.32597851753234863,0.8361323475837708,0.8136932253837585,0.24356240034103394,0.0006870858024582381,2.543123722076416,3.007209109772232,True,21,413,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3878140151500702,0.6299076080322266,0.2901155352592468,0.8531906008720398,0.7915187478065491,0.2421063780784607
minimal-test-000044,3,20.0,15.872138882676762,0.015748301158698776,0.4697086215019226,0.4297826886177063,0.38552185893058777,0.840052604675293,0.8499900102615356,0.20988613367080688,0.007052458544692389,15.010826110839844,18.461925101725154,True,3,210,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.4557380676269531,0.42880162596702576,0.3505004346370697,0.8014745712280273,0.8270049095153809,0.1997794210910797
