split,count,mae,rmse,mae_px,rmse_px,maxabs_px,endpoint_mae_px,interior_mae_px,endpoint_rmse_px,interior_rmse_px,p0x_mae,p0x_mae_px,p0x_rmse_px,p0y_mae,p0y_mae_px,p0y_rmse_px,p1x_mae,p1x_mae_px,p1x_rmse_px,p1y_mae,p1y_mae_px,p1y_rmse_px,p2x_mae,p2x_mae_px,p2x_rmse_px,p2y_mae,p2y_mae_px,p2y_rmse_px,curve_rmse_px,curve_mae_px,pred_render_mae_0_1,near_count,near_mae_px,mid_count,mid_mae_px,far_count,far_mae_px
test,512.0,0.02270328998565674,0.03234778717160225,5.062833786010742,7.21355676651001,60.68309020996094,2.8501992225646973,9.488102912902832,3.779733180999756,11.293069839477539,0.008307634852826595,1.8526026010513306,2.555229663848877,0.011658672243356705,2.599883794784546,3.463895559310913,0.039038144052028656,8.705506324768066,10.488370895385742,0.046056944876909256,10.270698547363281,12.044124603271484,0.012977400794625282,2.893960475921631,3.5412395000457764,0.01818094216287136,4.054349899291992,5.106602668762207,5.0148578657581595,4.021906966683275,0.013949933000543969,193.0,5.233966827392578,185.0,4.82412052154541,134.0,5.1459174156188965
